"slug","profile_url","trading_name","legal_name","company_code","city","street_address","postcode","region_label","website","public_phone","contact_route_status","categories","public_source_urls","verification_date"
"ryno","https://www.baldininkai.org/gamintojas/ryno/","Ryno","Ryno, UAB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/ryno/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"doko-sofa","https://www.baldininkai.org/gamintojas/doko-sofa/","Doko sofa","Doko sofa, MB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/doko_sofa/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"balduzis","https://www.baldininkai.org/gamintojas/balduzis/","Baldužis","Baldužis, UAB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/balduzis/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"kazbaro-baldai","https://www.baldininkai.org/gamintojas/kazbaro-baldai/","Kazbaro baldai","Kazbaro baldai, MB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/kazbaro_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"kneita","https://www.baldininkai.org/gamintojas/kneita/","Kneita","Kneita, MB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/kneita/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"benfok","https://www.baldininkai.org/gamintojas/benfok/","Benfok","Benfok, MB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/benfok/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"velmera","https://www.baldininkai.org/gamintojas/velmera/","Velmera","Velmera, MB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/velmera/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"plunges-baldai","https://www.baldininkai.org/gamintojas/plunges-baldai/","Plungės baldai","Plungės baldai, UAB","","Telšiai","","","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti baldai","https://rekvizitai.vz.lt/en/company/plunges_baldai/ | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo","2026-08-04"
"ii-arominda-300646141","https://www.baldininkai.org/gamintojas/ii-arominda-300646141/","IĮ ""Arominda""","IĮ ""Arominda""","300646141","Kazlų Rūda","S. Daukanto g. 19","LT-69430","Vilnius, rytų ir pietų Lietuva","","+37060184566","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0008cdfd-d324-4d83-b00b-90115a1383fa | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/02c47f40-8032-4661-a73d-153552dbcb58 | https://rekvizitai.vz.lt/en/company/ii_arominda/","2026-08-04"
"uab-evprojektas-304885612","https://www.baldininkai.org/gamintojas/uab-evprojektas-304885612/","UAB ""Evprojektas""","UAB ""Evprojektas""","304885612","Vilnius","Lenktoji g. 32","LT-08124","Vilnius, rytų ir pietų Lietuva","","+37065645270","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/00cfb476-f57c-4d04-997e-4076b9d66ada | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/evprojektas/","2026-08-04"
"uab-julsata-125751995","https://www.baldininkai.org/gamintojas/uab-julsata-125751995/","UAB ""JULSATA""","UAB ""JULSATA""","125751995","Vilnius","Perkūnkiemio g. 13","LT-12114","Vilnius, rytų ir pietų Lietuva","","+37065656336","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/00dce2de-6ce3-408a-ba74-2f2f57a86d53 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/j_tamasausko_firma_julsata/","2026-08-04"
"uab-visagino-linija-300032531","https://www.baldininkai.org/gamintojas/uab-visagino-linija-300032531/","UAB ""Visagino linija""","UAB ""Visagino linija""","300032531","Lietuva","Pramonės g. 4","LT-31147","Visa Lietuva (miestas nenurodytas oficialiame šaltinyje)","","+37061899300","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/00fec2f6-dcce-4a06-827e-aa52261719e2 | https://rekvizitai.vz.lt/en/company/visagino_linija/","2026-08-04"
"uab-aikstis-304887143","https://www.baldininkai.org/gamintojas/uab-aikstis-304887143/","UAB ""Aikštis""","UAB ""Aikštis""","304887143","Vilnius","Šaltkalvių g. 34","LT-02172","Vilnius, rytų ir pietų Lietuva","","+37064533340","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/013ac845-9edb-4af7-a995-3fae456d59c3 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/aikstis/","2026-08-04"
"uab-arredo-deko-projektai-305778798","https://www.baldininkai.org/gamintojas/uab-arredo-deko-projektai-305778798/","UAB ""Arredo deko projektai""","UAB ""Arredo deko projektai""","305778798","Padrečiai","Smėlyno g. 6","LT-59289","Kaunas ir šiaurės Lietuva","","+37062330626","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0170be5b-e0e6-4804-9251-fafbe0c7802c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/cce7333d-cc4f-4a1e-a9a3-9511283c99b1 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/9c993d79-ebbe-421c-a058-e37772190a3c | https://rekvizitai.vz.lt/en/company/arredo_deko_projektai/","2026-08-04"
"uab-kzk-studija-305679946","https://www.baldininkai.org/gamintojas/uab-kzk-studija-305679946/","UAB Kzk studija","UAB Kzk studija","305679946","Vilnius","Adutiškio g. 5","LT-02112","Vilnius, rytų ir pietų Lietuva","","+37034945395","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/020a4410-4d88-428e-9a31-3f12b6514a2b | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/kzk_studija/","2026-08-04"
"uzdaroji-akcine-bendrove-riardzis-224476650","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-riardzis-224476650/","Uždaroji akcinė bendrovė ""RIARDŽIS""","Uždaroji akcinė bendrovė ""RIARDŽIS""","224476650","Vilnius","J. Basanavičiaus g. 63","LT-03109","Vilnius, rytų ir pietų Lietuva","","+37069926350","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0277f331-f047-4176-9f90-584874ffe260 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/riardzis/","2026-08-04"
"uab-lead-time-zero-304978027","https://www.baldininkai.org/gamintojas/uab-lead-time-zero-304978027/","UAB LEAD TIME ZERO","UAB LEAD TIME ZERO","304978027","Kaunas","Draugystės g. 15D","LT-51227","Kaunas ir šiaurės Lietuva","","+37067135502","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/027bc072-e98b-4a6f-a80c-67a47e0a79ec | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/c9a45c5c-dca1-4638-b699-c678ef618f1e | https://rekvizitai.vz.lt/en/company/lead_time_zero/","2026-08-04"
"uab-vintori-304945568","https://www.baldininkai.org/gamintojas/uab-vintori-304945568/","UAB Vintori","UAB Vintori","304945568","Šiauliai","Vilniaus g. 146","LT-76297","Kaunas ir šiaurės Lietuva","","+37060027746","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0284de15-9a6c-4415-abab-c95a0a2578ee | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/9b1ff39c-5eda-4bc1-ba79-03255d2dd750 | https://rekvizitai.vz.lt/en/company/vintori/","2026-08-04"
"uab-baltasis-bizonas-304231694","https://www.baldininkai.org/gamintojas/uab-baltasis-bizonas-304231694/","UAB ""Baltasis bizonas""","UAB ""Baltasis bizonas""","304231694","Utena","Garažų g. 1A","LT-28139","Vilnius, rytų ir pietų Lietuva","","+37063700070","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/02925f56-0c94-4c27-a478-e717af454316 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/abc51f64-c334-4644-a0ca-56ba963727ae | https://get.data.gov.lt/datasets/gov/rc/jar/iregistruoti/JuridinisAsmuo/bcc50a71-b237-4c8f-9faa-d4c73e697f40 | https://rekvizitai.vz.lt/en/company/baltasis_bizonas/","2026-08-04"
"uab-piluka-304222065","https://www.baldininkai.org/gamintojas/uab-piluka-304222065/","UAB ""Piluka""","UAB ""Piluka""","304222065","Pigašiai","Girios g. 4","LT-19181","Vilnius, rytų ir pietų Lietuva","","+37060370460","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/02cc7ec2-c399-44cf-8109-c45d08fbec4c | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/edd2d858-3dbf-471a-b924-b9d1a5caa83a | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/2914e4fc-3a83-43fe-af5d-ed0c2f85dee6 | https://rekvizitai.vz.lt/en/company/piluka/","2026-08-04"
"mazoji-bendrija-obrimus-305831539","https://www.baldininkai.org/gamintojas/mazoji-bendrija-obrimus-305831539/","Mažoji bendrija ""Obrimus""","Mažoji bendrija ""Obrimus""","305831539","Vilnius","V. Nagevičiaus g. 3","LT-08237","Vilnius, rytų ir pietų Lietuva","","+37062589888","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0329c6e3-1aae-4e10-b825-a6c70dfdd685 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/3c9d9038-794a-4bff-9fed-53e763a915ca | https://rekvizitai.vz.lt/en/company/obrimus/","2026-08-04"
"mb-baldu-gaminiai-304098482","https://www.baldininkai.org/gamintojas/mb-baldu-gaminiai-304098482/","MB ""Baldų gaminiai""","MB ""Baldų gaminiai""","304098482","Marijampolė","Vasaros g. 19","LT-68114","Vilnius, rytų ir pietų Lietuva","","+37061010085","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/032b7679-505e-475d-9e3d-19c36456fffc | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/e44e30fc-52be-4cf1-9010-0a9d07862dbc | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/8346ec3d-637d-4a2f-bbe5-48ff7551d46a | https://rekvizitai.vz.lt/en/company/baldu_gaminiai/","2026-08-04"
"mb-baldakas-306712160","https://www.baldininkai.org/gamintojas/mb-baldakas-306712160/","MB ""Baldakas""","MB ""Baldakas""","306712160","Vainotiškiai","Ežero g. 10","LT-58337","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37063683874","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/035bb7b5-079a-4be2-b89d-8a22d45d37f2 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ad3a191b-123b-4e77-b03a-e656298d4833 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/ea455ebe-197d-4e05-a3c0-c9f4fe60830e | https://rekvizitai.vz.lt/en/company/baldakas/","2026-08-04"
"mb-baldaiska-306323928","https://www.baldininkai.org/gamintojas/mb-baldaiska-306323928/","MB Baldaiska","MB Baldaiska","306323928","Šilutė","Pagraudos g. 12","LT-99112","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37065575871","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/038f8ff8-2a59-4461-83bc-e545e7879399 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/7466bde0-9db4-431c-a248-2b2276b3422b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/d28fea15-c837-4c5e-a44e-5311343c3fb9 | https://rekvizitai.vz.lt/en/company/baldaiska/","2026-08-04"
"artrum-mb-305981318","https://www.baldininkai.org/gamintojas/artrum-mb-305981318/","Artrum, MB","Artrum, MB","305981318","Rumšiškės","Marių g. 99","LT-56337","Kaunas ir šiaurės Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/03a2c26c-9731-4bac-846b-a3b48c09c344 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/7e73708d-b0d6-4e25-b901-dc7b0b28d14d | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/47ff0e81-1523-40ad-9cb3-b4e4625e3668","2026-08-04"
"uab-viva-style-304926429","https://www.baldininkai.org/gamintojas/uab-viva-style-304926429/","UAB ""Viva style""","UAB ""Viva style""","304926429","Lietuva","Dubysos g. 31","LT-91181","Visa Lietuva (miestas nenurodytas oficialiame šaltinyje)","","+37065177717","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/03be44df-38bb-4168-a8d8-ecbb59823b7c | https://rekvizitai.vz.lt/en/company/viva_style/","2026-08-04"
"uab-fika-lt-302711050","https://www.baldininkai.org/gamintojas/uab-fika-lt-302711050/","UAB FIKA LT","UAB FIKA LT","302711050","Lietuva","Rokakiemio g. 18","LT-46115","Visa Lietuva (miestas nenurodytas oficialiame šaltinyje)","","+37037211979","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/03dfe5bb-f465-49f2-930b-9897792e9945 | https://rekvizitai.vz.lt/en/company/uab_pifka/","2026-08-04"
"uab-milpra-303301150","https://www.baldininkai.org/gamintojas/uab-milpra-303301150/","UAB ""Milpra""","UAB ""Milpra""","303301150","Vilnius","Laisvės pr. 60","LT-05120","Vilnius, rytų ir pietų Lietuva","","+37060428238","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/04018f97-bade-460c-9919-0ece32673bca | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/d26f2a7f-df7d-4622-a7f1-5a852511300a | https://rekvizitai.vz.lt/en/company/milpra/","2026-08-04"
"uab-anjaras-125510364","https://www.baldininkai.org/gamintojas/uab-anjaras-125510364/","UAB ""ANJARAS""","UAB ""ANJARAS""","125510364","Vilnius","Žirnių g. 10","LT-02120","Vilnius, rytų ir pietų Lietuva","","+37052152372","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/041a8720-f52e-425a-b230-68441aecaee3 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/dce68bac-4e15-4b2f-9572-62879477b9e4 | https://rekvizitai.vz.lt/en/company/anjaras/","2026-08-04"
"mb-space-idea-property-306391498","https://www.baldininkai.org/gamintojas/mb-space-idea-property-306391498/","MB Space idea property","MB Space idea property","306391498","Klaipėda","Ragainės g. 14","LT-92196","Klaipėda, Panevėžys, vakarų ir centrinė Lietuva","","+37060130365","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0422efde-09a9-4582-9d6b-543752c1a2e4 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/ecd017de-4285-4f24-974a-9d2eacfb5eab | https://rekvizitai.vz.lt/en/company/space_idea_property/","2026-08-04"
"mb-la-projects-306708016","https://www.baldininkai.org/gamintojas/mb-la-projects-306708016/","MB ""LA projects""","MB ""LA projects""","306708016","Vilnius","Giedraičių g. 39","LT-09302","Vilnius, rytų ir pietų Lietuva","","","no_public_contact_route","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/043cdc20-5734-478b-8164-af596bb8b141 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/2646f0bc-39a9-4770-88bd-0a53b1c9b9bf | https://rekvizitai.vz.lt/en/company/la_projects/","2026-08-04"
"uab-sk-design-300104258","https://www.baldininkai.org/gamintojas/uab-sk-design-300104258/","UAB ""SK Design""","UAB ""SK Design""","300104258","Augustavas","Švenčionių g. 6","LT-18206","Vilnius, rytų ir pietų Lietuva","","+37038731380","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/04a7da35-1f01-40b6-89b1-3f0376b4fd8b | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/fb784ca6-1889-4a2f-a24c-890a8e0e1120 | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/e1c31477-3f70-4c2f-a864-69183a687320 | https://rekvizitai.vz.lt/en/company/sk_design/","2026-08-04"
"mb-tryse-baldai-306879647","https://www.baldininkai.org/gamintojas/mb-tryse-baldai-306879647/","MB Tryse baldai","MB Tryse baldai","306879647","Ramučiai","K. Bielinio g. 6","LT-54465","Kaunas ir šiaurės Lietuva","","+37069935753","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/04b5384b-ead4-4978-b3b1-3bb3632553bf | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/921b09ad-7a8c-4c81-b48d-0958472863cc | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/15b5d4f4-dedd-4d0b-8e5a-8e7a9d35ce22 | https://rekvizitai.vz.lt/en/company/tryse_baldai/","2026-08-04"
"uab-freda-133386126","https://www.baldininkai.org/gamintojas/uab-freda-133386126/","UAB ""Freda""","UAB ""Freda""","133386126","Kaunas","Piliakalnio g. 3","LT-46224","Kaunas ir šiaurės Lietuva","","+37037391212","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/04e1dd8c-65ad-4aa2-b484-9e978c16a559 | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://get.data.gov.lt/datasets/gov/rc/ar/adresai/Adresas/04fceef6-c85d-47d7-9e83-f97127375c40 | https://rekvizitai.vz.lt/en/company/freda/","2026-08-04"
"mb-ba-dirbtuves-305679775","https://www.baldininkai.org/gamintojas/mb-ba-dirbtuves-305679775/","MB ""BA dirbtuvės""","MB ""BA dirbtuvės""","305679775","Kaunas","Partizanų g. 61","LT-49282","Kaunas ir šiaurės Lietuva","","+37064123453","public_phone","Kiti nestandartiniai baldai","https://get.data.gov.lt/datasets/gov/lsd/cl/ja_asmenys/JuridinisAsmuo/0519187d-6982-4309-aa8a-f3cfd712f72a | https://get.data.gov.lt/datasets/gov/rc/ar/gyvenamojivietove/GyvenamojiVietove/58437361-d62a-4714-9b74-f07ae0b9d66b | https://rekvizitai.vz.lt/en/company/ba_dirbtuves/","2026-08-04"
